Performance,Lost/Won,Conversation Segment,Transcript,Comp_Score,Pos_Score,Neg_Score,Neu_Score
med,lost,company product, data architecture sales engineer i mean when youre having to do data extracts and put things in cash and different bi layers to enable performance on those its its a bit of an extension of that so were were very specifically designed it because we knew our customers were wanting to stop that and they did not want to have another caching there because frankly thats what the in memory database was for all intents and purposes in south,-0.3447,0.0,0.044,0.956
med,lost,about company, about company name okay im i have to ask this question please dont get me wrong but if you see the architecture right we already have third party vendor and third party vendor is already offering and theyll be features so that is the case why should we consider company we already are on third party vendor we have a footprint in third party vendor wife with someone consider company about company ends account executive i should have you tried using the third party vendor and ill be features in production environmentname i dont think there was a production implementation as of now there was a plc done and the results were as expected so a big reason is that when this came about ive been some of the engagements what we are working on when were trying to propose the bi tools right about company name this was always the question is there any certain features any and theyll be feature and third party vendor developer they said the third party vendor already asset so why should we bring another new software into the enterprise architecture so if it can be addressed with the third party vendor itself why cant we do that about company ends nameremoved  removed so my question is that im pretty sure when that as part of your benchmarking right you should have benchmark you already know the features of those facilities with capital right soaccount executive i would actually challenge that i think third party vendor is very much trying to keep up with company successful okaynameaccount executive yeah inherently just the nature of how their product is built search can be built as an add on so from what im aware i dont know of any customers that actually have third party vendor s data in production its very much a feature that theyve tagged on as a way to say they have and ill be okay,0.9953,0.186,0.02,0.794
med,lost,company product,nameaccount executive i dont know if you have more familiarity with customers butsales engineer yeah the the main difference just from an overall standpoint name is company is search on top of your data so we we have your data were connected to we understand the structure of it and you ask a question specifically from the data and you get answers and you can build a pin board or a dashboard like report on top of that search industry issues sales engineer perfect add data and third party vendor is you still have to go through every process you do today with third party vendor in terms of getting the data right extractingname rightsales engineerremoved  removed having someone build a report or a dashboard and then you can put us data just on top of that dashboard so can search across the entirety of the data set like company specifically to what youve built into that dashboard data architecture name yeah yeah i believe has a couple of other hops enable that search for it will it will be applied on the data but company on the other hand my understanding is that you dont have to do anything you feel like correctly query the data from the data stored directly and you can reduce the number of documents,0.9615,0.122,0.0,0.878
med,lost,about company,sales engineer yep and its essentially were were search first and i mean whether task data whether its q and a from third party vendor what pick yours and lp search function they all develop those after company showed up in the leader quadrant forgotaccount executive cool cool and she if if it would be helpful because it it sounds like you have familiar familiarity with us from a past engagement potentially with another customer of yours agenda account executive which account was that just curiousim im not im not surenameaccount executiveokay no worries we would be happy to set up its helpful a product demo for you so you can actually see whats new and live in,0.9656,0.2,0.021,0.779
med,lost,next steps,account executiveokay no worries we would be happy to set up its helpful a product demo for you so you can actually see whats new and live in agenda ends name  i would love that yeah that would be lovelyaccount executiveremoved  removed awesomename nice to understand what has changed so i can like level set myself you know what this is what im looking at in the new offering of company so  percent lets yeah happy okay greataccount executivesales engineerclientnameclient alright super so ill let you know that when company had their you know kind of worldwide roll out of their latest version you know touting some of the new capabilities you know moving to totally in cloud first and and some of the add on features from from an end user perspective and the sharing and the ease of building front end tools or whatever it seemed like it was getting closer to something we we could actually use so thats why i thought it was worth an additional look soname absolutely i mean yeah im just trying to understand like because there are questions that we need to ask way like i mean if if he can and that way with but then who which we already have these features then why onboarding new feature right so that i really liked what,0.9738,0.161,0.029,0.81
med,lost,next steps,client yeah no your your questions youre questions are right on and we need to get good answers to that as part of that that a demo you know and then if you could also you know talk about you know as you said the the other other other people you know around the corner i have their eyes on you what are you doing to to take to take a step ahead right so yeah i think very important toremoved  removedshow how you plan and your what your roadmap is to continue to be an industry leader in this space absolutelyaccount executiveclient youre then name a client team join name in the demo so we can ship is that okay with youyeah absolutelythank younameclientaccount executiveabsolutely so the demo sounds like the most logical next step coming out of this meeting my desired outcome today very candidly was to understand if this is something you guys do want to move forward with it sounds like we still have a little bit more to hash out from all the teams perspective to understand,0.9402,0.116,0.012,0.873
med,lost,about company,account executive is there a good enough use case thats worth solving a problem for and be as company technology different enough from the stack that you already have invested in to make the investment in further exploring this am i accurate in my understanding of where we sit or is there anything else you guys want to addclient  no i think thats thats a good assessmentclient i have a question and and just to understand client is and maybe this is the question for client im not sure or it could be for both of view from any from a budgeting perspective when it comes to the actual technologies and the software is this something that comes from the business side or is this a budget item from the it technology platform sideclientremoved  removed sorry excuse me if we were to go forth with a full implementation client correct correct if theres additional lets say theres additional use cases that youre bringing into client and leveraging company is that an it budget or is that a business kind have budget from clients siteclient so the the the project can be either it on business so when we first set it up and then usually what happens is that on the turn of the it gets transitioned over to it the the the tools and fun so the project products can be either business id and then once it becomes part of our business as usual the it usually gets transferred to an operator budget on the it side usuallyclient yeah okay and and the reason im asking client is if there is a charge back model of some sort if theres some type of cost analysis if there are things that we should take into our kind of look ahead with your team to help align we want to just be aware of how we can provide value there for you so okay thank you,0.9772,0.112,0.024,0.864
med,lost,wrap-up,account executive awesome alright great shall i work with you to get time setup for this demo or should i reach out directly to she byeclient i reach out directly issue but hes the hes the main person hasnt seen this i think thats great he wants to embed himself at this level of detail understand you know how the product works with his overall experience and ill ill try to make my time available perfect wrapup ends clientclient and and client would be great if you could you give us like some success criteria to after i think thatll be very usefulclientremoved  removed right no so so now i have a better idea here i will be reaching back to our inventory folks and telling them hey you know we just dont want to put something out there and even if its easier to use we want to you know want to show as you said real what success where what would drive your users to use this tool rather than  inventory reports they have and all the offline analysis they have to do because this reports or not you know able to join data sources together so im thats what im going to be working on okay okay,0.9918,0.224,0.064,0.712
med,lost,next steps,clientaccount executive awesome thank you and grand as a follow up to i would love to to learn a little bit more about the success criteria so we can properly scope the plc and understand where there might be an opportunity so we can work on that separately yep awesomeclientaccount executive,0.9711,0.357,0.0,0.643
med,lost,wrap-up,account executive thank you guys so much for your time client team were excited about this potential ship ill reach out to you to set up some time over the next week or two and yeah really appreciate everyone getting on the call this morning looking forward to working with you more good morning thank you okaynameclientsales engineer yeahclientremoved  removed thank you bye bye thank youclientthe end,0.944,0.268,0.034,0.698
med,lost,small talk, small talk account executivesales engineerhow are you doing good how are you doing im doing all right byebyehey clienthello therehows it goingaccount executiveclientaccount executiveclientbe good i think i cause some confusion with my my other invitation so let me just tellaccount executive i joined both just in caseclient  alright are you still on the other oneaccount executive i just exit out of that one nobody was in it though or actually i dont know it was i was waiting and a lobbyremoved   removedclient okay it looks like client joined and then drop that one so hes okay hello minute to join heresales engineeraccount executiveclient  probably going to be here in a secondaccount executive and by way of introduction client and sales engineer have you guys connected before maybe notsales engineeraccount executive okay so client joined removed what like eight months ago now was it i see so onsales engineer actually maybe longterm backup early on earlier this year just quick cool yeahaccount executive yeah possibly i think we lost them hey client how are you hi there isnt a month no speakclientaccount executiveclient yeah no it does not it was going on since last one year a lot has gone im fineremoved   removedaccount executive  you been up to whats new with youclient yeah so we we probably were focusing on releasing the home office reporting we launch it wowclientyeah so every every monday is something newsales engineeri suppose thats congratulations on the removed kidsokayyeahabsolutelyaccount executiveclientclientsales engineeraccount executivelike you know getting it out to  people and getting it running i think that as a plus time yeah thats called enjoyedaccount executiveclientaccount executive it was on and then he disappeared so im assuming is computer might have given him the boots so lets give him a minute to join back in client how up toremoved   removedspeed argue with the conversations weve had with client and why he wanted to get us all together here todayclient not much i just had a very short conversation okay but yeah small talk ends account executive so i will let him fill in any gaps but essentially we reconnect in a couple of weeks ago so we had a dinner with a she she back in august and he asked us to reengage the team and it seems that there might be a couple of new use cases in areas where client believes that makes sense to explore company as a solution specifically because there has been this huge migration,0.9703,0.098,0.019,0.883
med,lost,about company, data architecture account executive just third party vendor all of your data is in there now he wants to understand how company can essentially unlock the data that isnt third party vendor as an augmented solution to what exists and click today as the way to essentially self serve for the  percent of questions that nobody thought to ask use cases account executive so for brand marketers for brand leader the center of excellence so i think specifically in the beginning enabling the center of excellence brand and data analyst with more flexible insights to better slice and dice the data and third party vendor is that in line with your understandingclient yeah so i just wanted to make sure because last time when we connected sometime back no model was mainly to keep all the data into your from eyes and then processing who was your pricing is dependent on the data volume data architecture client yeah so it has all that changed or it is the sameaccount executiveremoved   removed all of thats changed so and we spoke about this with the she she as well pretty extensively but no not no data actually has to move now so we connect directly through third party vendor and then to your point about pricing we have a much more aligned model to third party vendor now that its consumption driven pricing so its not about data volumes its about how much you actually like spend time and company so data architecture ends clientaccount executive flip the model from what you had worked with us in the pastclient sorry client us i think he has some problem connecting so just texted is trying to joinaccount executive okay no worries well give him a sec couple of other exciting updates so third party vendor is actually invested in company as of this year,0.9714,0.138,0.054,0.808
med,lost,customer base, customer base account executive so were the only bi analytics vendor thats a front end that theyve put their name on their portfolio so i think that will speak to the partnership weve seen both in the fields and from a product perspective were extremely aligned and as far as life science customers go were working with the likes of merch gs k sales engineerson and sales engineerson so weve certainly name at our footprint in the life sciences landscape and were very excited to reengage removed because we think there could be some great alignment here based on our conversation clientclient okay so i know there was some initiatives going on somebodys using that like oncology i think and then some in continent so has there been any progress on those customer base ends account executiveremoved   removed weve been on pause with removed the past few months so this is our first re engagement in the calendar year  hello clienthey thereis it goingclientaccount executiveclientright seem to be having some issues but other than that hopefully im here to stayaccount executiveokay do you want us to use the teams words insteadclient no i mean were here now so wow yeahaccount executiveall right awesome we were just getting up to speed with client who we have in med quite a few times last year where it has been a while so we were just touching on some of the top priorities so firstly huge congratulations on the roll out to  users,0.99,0.162,0.01,0.828
med,lost,onboarding, onboarding process account executive thats a huge accomplishment milestone but we are also getting them up to speed on our conversations so far and why you are client from our understanding looking to re engage with company so without reading too much from these slides anything you want to put in your own words so that were all aligned going into this today and kinda starting this journey again together onboarding process ends client yeah i mean ill just share a few really quick thoughts i know weve talked about this before so its its probably going to be repeat so maybe this will just ground us a little bit right we at removed we have a lot of of stuff built for our home office audience so thats marketers executives right basically anybody but the name is all built in click and then we have some other stuff for the feel forremoved   removedit which is built in third party vendor im not really looking at anything for the name right now although name data right call activity data is in play here but theyre not one of the personas im trying to serve with what were looking to do and what im looking for company to be able to do is to provide a natural language capability so that we have all these all these big beautiful dashboards that have all kinds of stuff in them but for the things that we didnt think of or for that that next level question how do they get those answers the way that they do right now is they have to you know they call an analyst to call somebody from my team who call somebody from the data team and and they do a whole bunch of stuff to try to you know try to figure out which table to pull from and to to get some dataset,0.9696,0.082,0.011,0.907
med,lost,about company, company product client so really what i want from company is to get the humans out of the loop right so you know somebody looks at a dashboard they have an idea of something they want to investigate and then they should be able to do some investigation on their own not data science right company product ends client volume were were definitely talking about short of data science but somewhere more advanced than than a dashboard thats basically what im looking to do it is an usales engineerl battle right i dont i want to be clear company is not a preferred technology here at removed that doesnt mean that company is off the table about company client it means that you know were going to hear from our it organization hey we have all these other tools for you why why are you why are you looking at company so i need i need to see what company could do that kind of sets it apart from click within sight bought and tell yes and even to some extent third party vendor although you know i would say that you could look at third party vendor as in a very similar places company in that it is not a preferred capability at removed about company ends client but it is what we felt we needed and so we got it right so client and i being on the business side were at liberty to choose whatever tool we want but of course you know we have to justify the cost and we have to justify the the work thats going to be involved than doing it so really you know im im looking for yourremoved   removedhelp and how i can address those use cases and im also looking for your help to and a push that boulder up a hill so that if company is the right choice were able to when thataccount executive absolutely thank you for that i think were very much aligned with our understanding of why were here today as far as how to help you make the business case obviously youre not going to be able to go ask for an investment if there isnt business value that were providing thats exponentially higher than the cost that you guys would be investing in us,0.9868,0.102,0.015,0.883
med,lost,onboarding,account executive so were very much aligned on resources available to make that a reality and part of that is going to be kind of going down this journey of a proof of concept and what sales engineer and i had discussed is firstly today we can go over what it does it actually take to make company search experience come to life so connecting to third party vendor in the to build it takes on your teams end so theres clear expectations of whats actually required and then ultimately begin building out this proof of concept use case which the end goal would be how do we actually one assigned dollar value to this,0.7893,0.068,0.0,0.932
med,lost,onboarding,account executive that it would provide either incremental value to your team or be able to cut off resources that your team does have in order to for example like a backlog you described so calling the data analyze all the resources that requires on your end if we can put a dollar amount that will save on that cost agenda account executive thats ultimately how well be able to help me make a business case does that sound good as a starting pointclient it does to meaccount executive okay joy anything to add any questions youre muted sorry,0.9524,0.196,0.031,0.773
med,lost,onboarding,sales engineer sorry yeah no that thats a great starting point i you know i think towards the whole notion of how do we have drive the value of the questions we havent lost and things like that weve seen demos of it of course the to fulfill it comes down in experiencing some of that so you can quantify that so im and i think you both seen enough of the enough company demo agenda ends sales engineer so i dont need to repeat that for now let me just take you to the zero search so you understand that how it is and even even on such a system if i had to do some of the sport i could ever take what you know what maybe driving some of this so you get to see what is it gonna take for you to get data what what is the type of the lets definitely yesclient so speaking of the lift could i just i just wanted to bring up one other thing which is that you know the more that we need to involve our internal partners the more partners that we need to win right data architecture client so i mean i think ive mentioned before i know i spoke to company years ago and it was a really heavy lift it was like you gotta move all your data into company i understand that weve come a long way since then but still i one of the things that i want to include in the proof of concept is like actually connecting to third party vendor here right,0.9554,0.094,0.01,0.895
med,lost,demo,client where im not im not looking at a proof of concept where youre just going to show us the natural language search im going to send you a bunch of excel documents in there you go hey look right i actually the proof of concept has to go into the architecture you know search types ends account executive yeah and to your point when i say understand the left i should also say the or the lack thereof because its very minimal resources wise and i think youll be able to see that very soon so to your point its its not like you have to involve theremoved   removedentire i see organization or the entire cv the consumer the nbs x i believe its called like its very much plug and play compare to how it was in the pastsales engineer client to your point right up your seats on i mean we take our view on this has always been the better the better you are informed and what it takes for you to be successful with company the more likely have heard of you being a successful customers to us and thats a good place we want we want you to experience all things we see what it takes and then go into the eyes open this is what the business value this is the effort required gotcha okay perfectclientsales engineer right so should i dont just get into that quickly just so focus again for now is just if you were to do something like this against lets say a third party vendor environment how would you go about bringing data and sharing that it so let me start with that so able to see my screen yes youveclientsales engineer seen lots of company and a demo set again as i said i wont focus on that im gonna focus on specifically connecting to a third party vendor environment picking a set of people that are important to your use case and such in that process so that process is what we call this data management  functions sales engineer so just you go to search right and its a full step process the first to name create the second to greatly have for the user adoption so let me talk about those steps step one you connect to the database step too because set of tables that are important for the subject areas analysis right so you may have postings of tables you dont need thousands of people so thats up to date if im the feed for supporting of course that may not be the use case lets just say that i have cuba tables ive got a you know like alignment table that but some additional name on pacing and you know my targets things like that those are the two those are going to take that step too far step two is if youve got primary key foreign key relationship really havent that if you dont have you can define that step three years to say i have this i have these tables technical names probably they dont meanremoved   removedclienthello sales engineer are you sharing your screen or i ever tohi miss thesales engineerclient agenda gc one screen which is our best and demo but im not sure whether youre walking throughsales engineer it should say yep this space yes doubles demo yet thats why i was just talking about the things that step three is that you defined business terms and synonyms so that business users can use the user and step for us to say though i may have you know making your situation is gonna have peoples things like that agenda ends sales engineer so rather than users speaking people you know this column from one once they have another call them from another table every time someone has the same lets say its a market checkout version defining that on the fly to find anything that you that people need once so you can get to it so in that sense its very similar to a third party vendor project in that sense but a much much later right and then thats what do you make available users thats the four step process we go through so lets talk about that so how does it begin remember step button data management  functions sales engineer im gonna add a connection so when i click add a connection im just gonna call this my demo right now lets say im going to get third party vendor had continue and of course theres other sources i imagine its third party vendor is is the primary target that you happen to know right now data management  functions ends sales engineer and so and third party vendor again we can use for if you wanted to do possible authentication of user information im not sure that how you manage security if youre managing the underlying data source and you want us to use a third party vendorremoved   removedlogin where we use it we can absolutely do that or if you wanna use a service account you can do that too and so let me just go ahead and put in my service account information there data architecture client yeah so let me let me just right away with just connecting to thought to to third party vendor so lets lets just start here so my first question for you is like are you where whereas company running its its its in the cloud right is it on a is it an on an removed and the removed cloud deployment options client is it is company running it and we have to create a connection to the removed cloud to get the third party vendor how does that typically set upaccount executive the client you can deploy however youd like we have company cloud which is fully manage softwares software as a service on company and we also have the option to deploy in your cloud so it can be a ws asher et cetera data management  functions client and when you do if if we have you manage it whats your typical arrangement with so for access to the data do you typically find that you need tps in place with all of our data providers third party agreements orsales engineer in in in some cases i mean i think cuba sort of replies that for your people right data management  functions ends sales engineer so those would be you would be a better judge them that i know that they do ask for i give you if youre using i keep it is sometimes they do ask for thatclientremoved   removed yeah right so like you have just one right we use i cube via and symphony and deployment options sales engineer yep yeah so youd have to make sure that setup yes okay yeah again company its really not going to be looking at it but i think being system on that right keep anclient well i mean its the so the third party agreement is an agreement between company and i cube via right its an its an agree at removed is actually not a party to the agreement its just an agreement that is required that that you know our agreement with iq via for example requires that if were getting data to somebody that that you know they have a cpa in place where like you have you deployment options ends client so im sure you have other clients you know you im sure you have i cube via data in company but i i really wanna make sure that we understand that tooaccount executive lets look into that i dont think we know the answer on this call but lets certainly confirm data architecture sales engineer and client another thing to keep in mind is unlike in the old days where youre bringing all the data into memory thats not happening right because we are still gonna query your third party vendor environment in place so so you know in the old days it was like hey i am going to move data over and so it was even more important to make sure that he is always going to be important data transfer client yeah anyway but you so you must be having at least several other met met her at a moviesales engineerremoved   removed data information doesclient it our company instance as well as when you are going to show the outputs that will go into memory and then name on the talk sport front end right which means some part of the process data is want to move to city data transfer ends sales engineer yeah some processes thats it yeah yes yep okay so so lets come back to that so okay lets put a you know the tps on something for us it back down for you client now as we go through this so remember i was talking about you know so im in step one right data architecture sales engineer im connecting to the database ive given my credentials im gonna say continue and so im gonna use these credentials to go retrieve a list of all the tables thats available in third party vendor with name you that this users allowed to see right now good lots of different data sets available data management  functions sales engineer yeah im gonna use you know a simple example just to convey that the concept survey and so in this case ive got three tables name use its a very simple star schemer but you know very very routine especially in the pharmaceutical sales site to have multiple facts as as youve already let him know so ive got here im gonna say hey this table fact because sales he has a problem very very quick heres the data types here some sample value so people can see it you can select individually table to select all right and i just selected all and notice the number went up and do the same for lets say that he gets stored stable and the product we mentioned right and so at this point what ive said is hey here all the different tables in my environment i just wanted to see and then i say create a connection so effectively at this point i am competing step two step one was establishing connectivity into third party vendor step two is picking the tables everyone now as a part of this step as far as feeding the method data in third party vendor to say are there any joins in this have you defined brand new people and the relationships if you have thats how have you repeat all of that work lets just instead of that and so youll notice that i have some join side of it no i was just drag this is my my demo data set the second you know have a lot of other sets as well im just im this is my demo data sets so now that i have this this is where i was saying remember step three and four but just defining business done thats an items and designing the search experience with people to repeat those optionsremoved   removed data management  functions ends sales engineer so right away as ive got this i can actually start searching right so i click on search and and you see that those two tables of that right and i can say show me the sales by region right and as i do that company is seeking those dumps purely based on sales and region come in they are actually columns in column headers right now in my tables right thats good right ive got anclient so sales engineer so so heres heres the thing right so when i look at something like this when we doing a proof of concept at removed will require a an understanding of like you know we talk about regions yes okay we have more geography dimensions then you can imagine every every zip code is aligned to a territory for each of the different businesses that we have there was a percentage rep theres an interest a rep they have different management structures and different hierarchies and even different numbers of levels of the hierarchy so all of that i want all that complexity to be transparent to my users when somebody asks the question about interest though yes it you knowsales engineer thats why i began to right i wanted to talk about tables can be anything right and if you didnt boy right bringing that together so huhclient right but but here but the but the thing is i you know i just really want to emphasize this point that like that this stuff i understand you know we need to start somewhere so im im im tracking with you were good but like i know that company could put on a hell of a demo right but thats different than a proof of concept and that actually accounts for not all of the complexity im not looking for a full company deployment at at removed right onboarding process client but that captures a lot of the complexity and is able to kind of work with us where we actually are you know what i meansales engineer and thats thats exactly what i want you to think of like so you just have one very important thing when we think what youll see is this look like for you to think actively about what is success for you to be able to proceed forward right onboarding process ends removed   removedsales engineer and second i mean yeah and and thats what you wanna make sure we hit because because and so exactly complexity like its pretty standard especially overlapping sales teams alignments are different you know multiple sales whos calling on the same doctor different you know targets all of that its i see that all the time and our customers and youre very comfortable with that but im glad you bring that up because youre going exactly where wed be going to come to account executive is gonna eventually come back what is successful you how do you define it and how would we measure that so we can actually say yes we did at the job or we didnt central yeah,0.9996,0.113,0.033,0.854
med,lost,company product,clientclient hi this is client one for them and do whatever they want to understand is that a lot of these facts and dimensions we sat in the database not calculated metrics what we show in the report okay exactly right yeahsales engineerclient so a simple example like calls per day if i want to show it depends on what are the combination combination of filters venture they use it as selecting on the front end and those are calculated run time based on the combination combination of different things so if you ever want to just connect to that database you are normal know get to the corresponding number data management  functions ends client okay that is a formula which has seven bad i mean it does which is that im in the background to their corresponding okay my calls for the other region little bit different than that that it to be then area that and then at the nation yeah absolutelysales engineerclientremoved   removed if anyones especially holiday dear so there are a lot of photos which we use on the front end to to get to what exactly calls per day and im what im looking for so how do i mean are you saying that you will write all those formulas as a platinum or device function in your back end so thats when the user is asking for certain information you will pass on those bad data management  functions client im it doesnt run that query and send it to the fact table and the dimension and get the number or you want to read it from what the front end issales engineer so we would so thats basically the part that we define and step four which is defining goes no calculation formulas that you need for these type of things that youve described because they may be level specific then theyd be combination specific right,0.8495,0.079,0.028,0.893
med,lost,company product, data management  functions ends sales engineer so some of them can be generalized some main require you to have very specific performance which are just very specific to a particular something right so for example your drug versus someone that says market shift change that mounts specified a very particular thing in that calculation you define that and step four which i havent gift company i wanted to do here lets just say nope youve got this i can i can just search but the the problem with or you know the fact that you can search and all of this happened like i can i am getting all of these does that how did that come through and dynamically generating sequel sequel those things happen onboarding process sales engineer but for a business user adoption to be useful the kinds of things that youre talking about and bought that spot talk about whats really important so keep those questions in your success criteria right is that i want calls per day at the site that is a calculation onboarding process ends sales engineer were gonna have variants of that that you know maybe theres a breadth and depth calculation i dont know what those kinds of things very standard elegantremoved   removed yeah ive already completed yeah okayclientsales engineerclientsales engineer right and that is back you know they used to do that with third party vendor is webex yep great solutions i mean im calling me back third party vendor i know those things right complex calculations we do this and we do this very well and thats why i feel very confident in it but you have to of course learned to believe that with your own data and and your own experiences so lets get this yeah so i established okay i have this data i can actually use them in in my calculation so what im gonna do now is im gonna say hey lets define a sales experience a search expenses would be called is defining a worksheet right and then the book sheet im gonna select my tables so users your point you know we can actually make sure that im not just bringing everything in the user gets lost or defining specific calculation with selling theme of which all of those pieces that i can define these i can say hey from my fact people im gonna use i can price lets say that that could be and the quantity put his i this is retail sales but you will have an rx trx samples this them together right hi this is hello developer theclientsales engineerclient  you in yet on that end user doingsales engineer hello hello side of the house yeah and so i can always call us today lets go this is price you know see as i leave it at that and i just bought this this transaction lets say you know i i have the name of it i can rename them i could rename them at the table level to any anything above that and edit it i can also go and say hey i want to store state zip code and maybe the name and the city in in my analysis so all of those bases and same thing with the product catalog feed i want the product so far its just simply select but coming back to your question earlier what if i wanted it to be more complicated calculations but then i dont want every user to but its there for them to dynamically place as a search search themremoved   removedthis is where we support lots of really complex calculations different ways group aggregate i bring that up is is an interesting way to do this because you can allow them to say hey i want to calculate you know for example some at at at a certain level at a certain level of filtering right so these are the nuances like become really important to calculate the denominator goes off of breadth and depth or you know contribution analysis or market share analysis which we become it could be conditional calculation that would be level based calculations you really bringing in different things in there and it also could be things coming from one table that could be coming from multiple pages rightclient  hi level we like their name their logic rightsales engineer yeah basically the rights that logic for you let me just make sure making sure youve got that logic right so when we do our requirements with you for a production roll out even ask you like hey by the way tennis multiple of these calculations so that we dont incorrectly put the wrong thing okay and its can you process and put it in the database tables show you can but my family like you said some things are gonna matter based upon the type of analysis youre doing and you want them to be dynamic right anyway so this becomes my my demo worksheet right and this is what i would share it with someone okay by the way in the demo worksheet as well if i wanted some you know do innovation and things like that or sales sales is unsupported revenue right you make rx alright you know something i thought the script something like that all of those right different names that you might have right data drill down sales engineer i can put that down let me see if a state i want to just hey as i look at this i want states to actually use the y d but so i can actually do that at that level and see if that and so now as i go in and i have this view this is what im gonna see i give two users right data drill down ends sales engineer so im gonna i can share it with whoever needs to consume this thing so again all of this member the persona name is the data admin theyre getting it to search client i think about to say somethingclient yeah so you so a user needs to know about my demo ws im not and im not following what the when you say youre gonna expose this to the usersremoved   removed next steps ,0.999,0.136,0.017,0.847
med,lost,next steps,client what what does that mean i so i have actually two so two things one is like i i like where were going here but i feel like this is actually what i would expect in the next meeting so i ive ive got a ive got a jump in a few minutes agenda client i only i gave us  minutes for this call so i mean i feel like this is this going to get pretty deep pretty fast what i what i really wanna make sure that we walk away from this call with is what are what are our next steps right onboarding process client if i say we want to do a proof of concept what do you need from me in order to do that so you need to understand the use cases right how how do we get there or is it do you have is it separate meetings with me do you need me to like prepare some documentation for you what do we need in order to get to a point where we can actually start doing something everything from you know contracting non disclosure agreements all all that kind of stuff letsaccount executive so first and foremost regarding contracting i did pull all of the documentation we had from the past so we do have an nda in place lets make sure its still valid but all i can share with you everything if we want to kick off that process to see if there are any amendments or addendums that needs to take place to to be covered on that front,0.9871,0.134,0.0,0.866
med,lost,deployment options,account executive as far as use cases overview if you give me two seconds ill share my screen one sec just bear with me next step from here so exactly to your point we do want to kind of work out a use case that you are planning on pursuing for the proof of concept agenda ends account executiveremoved   removed essentially this will be broken out into a few categories first being current state we want to understand the existing landscape which i think we do more specifically dive into the and why its worth exploring and augmented additional solution with company part of this is going to help us all built out the the business case after that future state so what does the perfect world if everything goes great with company  out of  what does that look like and then ultimately what are the positive business outcomes that will come from that future state so thats the general framework deployment options account executive once we have that theres other questions that are essentially looking at like data volumes method of connecting how you want to deploy if its company cloud versus installing it in your third party vendor environment so all that those questions i can share with you its like a tight a little one pager that will help sales engineer and essentially from there we can and this is what im trying to share my trusty slide deckclient while youre getting that i think i could i could probably safely say that the path of least resistance for us would be a company managed platform right because that you know unless im mistaken my thought is that going that route requires relatively little from anyone other than the business you know that is like me and client right you you the the lift itclient yeah well have to come all righty for connectivity yeah yeah little less not no yeahclientclientclient but you know if we ask them to procure servers for us and to baby sit them and thats you know thats where its gonna getclient correctaccount executiveremoved   removed we agree company clause definitely the lowest lift from an it perspective,0.9764,0.13,0.024,0.847
